age,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality,gaming_intensity_index,online_social_ratio,gaming_screen_share,mental_burden_index,gender_Female,gender_Male,gender_Other
43.0,135834.0,1.18,12.0,3.0,6.02,0.29,0.76,1.0,4.57,1.08,8.54,6.16,97.61,82.06,1.78,0.59,0.23,0.3,0.54,0.4,6.33,48.0,2.0,0.6,5.0,1.0,398.93,7.0,9.88,3.64,6.81,20.37,5.62,8.86,5.53,42.0,10.0,1.747142857142857,0.04081632653061224,0.20996437545117871,2.216666666666667,1,0,0
41.0,39483.0,2.44,24.0,20.0,9.34,0.13,0.97,8.0,2.17,0.61,5.92,3.92,57.74,65.35,2.78,0.39,0.29,0.34,0.33,0.51,2.25,28.0,180.0,1.33,8.0,0.0,1823.48,8.0,9.64,7.36,4.62,27.24,5.22,2.49,1.02,62.0,6.0,2.064285714285714,6.206896551724138,0.46743286064504586,3.5933333333333333,1,0,0
48.0,39068.0,3.03,15.0,6.0,6.92,0.9,1.63,3.0,4.36,8.34,7.79,6.69,95.72,62.17,0.0,0.9,0.64,0.73,0.13,0.44,3.18,8.0,35.0,0.68,8.0,0.0,592.35,0.0,6.86,8.27,7.39,21.0,5.78,0.51,2.32,20.0,7.0,2.6185714285714283,3.888888888888889,0.5242213625914597,5.233333333333333,1,0,0
25.0,29316.0,5.05,18.0,5.0,4.81,2.28,5.92,3.0,5.5,6.4,8.42,6.21,84.85,65.18,3.62,0.59,0.14,0.35,0.46,0.48,15.91,43.0,484.0,5.05,8.0,0.0,728.4,1.0,3.95,3.15,3.84,20.81,11.98,0.98,5.35,15.0,4.0,5.88,11.0,0.4215358579686262,4.966666666666667,0,1,0
53.0,147085.0,3.56,8.0,19.0,6.6,0.69,2.0,6.0,4.9,5.0,5.99,4.85,71.06,63.8,2.48,0.61,0.31,0.45,0.23,0.52,5.94,14.0,315.0,2.43,1.0,0.0,739.49,7.0,0.72,5.6,3.65,24.61,9.53,8.28,4.79,0.0,10.0,3.391428571428572,21.0,0.37355714862989003,5.3,1,0,0
21.0,45244.0,3.07,38.0,3.0,5.12,6.27,3.25,2.0,5.91,0.55,7.23,2.78,80.14,63.59,2.36,0.56,0.23,0.05,0.89,0.51,10.56,1.0,114.0,2.15,8.0,1.0,94.95,1.0,8.43,4.85,4.05,24.16,3.9,6.58,6.25,5.0,3.0,3.7014285714285715,57.0,0.7871792853386448,2.8200000000000003,1,0,0
33.0,149920.0,2.41,3.0,18.0,4.16,4.62,1.95,2.0,2.38,0.14,5.78,7.7,45.34,74.96,3.24,0.29,0.43,0.19,0.64,0.21,2.93,48.0,23.0,2.02,6.0,0.0,295.33,9.0,4.33,4.35,4.59,29.7,4.56,9.18,4.05,54.0,3.0,2.14,0.46938775510204084,0.5285086560288036,1.5066666666666666,0,1,0
15.0,142279.0,7.54,18.0,11.0,7.04,3.22,3.76,7.0,4.69,9.92,4.26,5.26,55.84,64.97,4.87,0.59,0.11,0.3,0.52,0.81,4.9,34.0,334.0,1.3,5.0,1.0,618.78,6.0,3.79,6.39,7.96,24.01,9.8,5.3,2.79,6.0,4.0,6.085714285714286,9.542857142857143,0.7693876765930943,7.203333333333333,1,0,0
37.0,65702.0,3.11,30.0,20.0,5.16,2.65,0.35,8.0,7.17,3.89,5.17,5.91,92.27,40.94,2.79,0.34,0.25,0.21,0.69,0.15,5.72,48.0,400.0,1.04,2.0,1.0,1006.58,9.0,1.07,4.88,7.72,17.47,4.62,2.49,3.88,72.0,4.0,3.0385714285714287,8.16326530612245,0.6731600274545394,6.353333333333334,1,0,0
37.0,94064.0,7.46,18.0,17.0,8.8,0.42,0.64,3.0,5.47,3.61,7.94,5.91,54.86,78.09,5.06,0.33,0.28,0.23,0.5,0.9,6.18,39.0,359.0,1.25,2.0,1.0,2068.82,9.0,3.07,7.5,10.0,27.96,10.58,8.51,1.02,71.0,1.0,6.211428571428571,8.975,0.705103903109272,4.026666666666666,1,0,0
24.0,110025.0,3.23,21.0,7.0,5.41,0.52,0.96,1.0,6.1,6.52,10.0,7.31,75.21,57.99,3.52,0.64,0.3,0.53,0.69,0.38,11.63,26.0,269.0,1.45,0.0,1.0,303.09,5.0,4.52,1.71,5.56,27.86,7.98,6.22,4.1,70.0,4.0,3.968571428571429,9.962962962962964,0.40476185403986786,4.54,0,1,0
41.0,119174.0,6.3,38.0,23.0,6.77,0.16,2.06,6.0,5.57,1.85,3.19,6.88,55.24,58.42,5.43,0.2,0.33,0.73,0.78,0.64,0.91,46.0,83.0,2.07,8.0,0.0,5.1298,6.0,4.88,6.11,2.86,20.92,8.55,2.62,5.1,35.0,7.0,4.63,1.7659574468085106,0.7368420190828048,4.473333333333334,1,0,0
23.0,88129.0,2.39,13.0,0.0,6.65,3.54,0.36,7.0,3.13,5.45,5.4,9.21,47.42,66.23,2.32,0.81,0.21,0.46,0.66,0.8,4.15,13.0,110.0,1.29,10.0,1.0,456.26,1.0,3.15,5.63,7.02,19.26,11.65,3.01,2.88,85.0,9.0,2.3000000000000003,7.857142857142857,0.20515019698281572,5.193333333333333,0,1,0
23.0,19075.0,3.38,4.0,0.0,6.86,1.54,2.52,1.0,6.3,9.51,4.58,6.4,73.92,78.56,0.0,0.75,0.37,0.79,0.52,0.94,9.42,9.0,261.0,1.55,0.0,1.0,480.74,5.0,2.3,5.48,6.78,24.78,7.42,2.91,4.76,99.0,1.0,3.7600000000000002,26.1,0.45552554507741977,5.603333333333333,1,0,0
38.0,45128.0,5.16,31.0,9.0,6.24,1.28,0.92,9.0,5.55,2.06,4.54,5.5,67.39,42.97,5.27,0.73,0.66,0.44,0.74,0.36,10.59,33.0,52.0,1.64,3.0,1.0,523.64,0.0,5.09,3.06,5.76,29.35,7.83,2.84,4.66,43.0,3.0,5.198571428571428,1.5294117647058822,0.6590037472536722,5.536666666666666,1,0,0
26.0,24288.0,7.07,1.0,19.0,6.43,3.19,0.14,3.0,2.4,2.83,4.96,4.8,66.63,72.84,3.35,0.4,0.13,0.48,0.71,0.33,6.21,48.0,279.0,2.38,3.0,0.0,209.17,8.0,4.32,6.29,7.64,17.58,13.69,5.95,6.63,53.0,1.0,5.937142857142858,5.6938775510204085,0.5164353165496482,2.7433333333333336,0,1,0
28.0,36395.0,4.79,29.0,2.0,9.68,2.67,1.4,2.0,4.73,7.39,5.02,7.98,70.54,82.68,1.64,0.61,0.37,0.25,0.37,0.51,1.93,9.0,394.0,2.13,1.0,0.0,11.97,5.0,3.15,8.07,7.73,27.14,8.4,6.11,7.83,23.0,5.0,3.697142857142857,39.4,0.5702380273526159,4.706666666666667,0,1,0
22.0,18176.0,6.38,27.0,22.0,8.16,0.53,0.76,6.0,4.08,4.44,7.69,2.14,59.07,60.2,4.85,0.8,0.34,0.46,0.3,0.64,2.2,12.0,145.0,0.88,8.0,1.0,164.77,7.0,7.42,5.94,3.93,27.09,12.78,4.25,2.23,28.0,1.0,4.871428571428572,11.153846153846153,0.49921748832414026,4.84,1,0,0
43.0,28769.0,2.71,32.0,23.0,6.9,0.43,1.37,7.0,6.14,6.01,5.34,8.09,65.46,50.46,3.58,0.76,0.23,0.19,0.16,0.26,10.97,3.0,246.0,4.83,1.0,0.0,995.91,10.0,3.01,3.88,7.87,33.75,11.35,2.12,6.83,38.0,10.0,3.502857142857143,61.5,0.23876649878709263,6.383333333333333,0,1,0
43.0,110849.0,3.88,5.0,22.0,6.21,2.08,0.51,7.0,5.66,5.6,7.95,4.53,59.95,80.85,2.75,0.56,0.39,0.23,0.89,0.32,5.66,15.0,352.0,2.34,5.0,1.0,275.19,2.0,2.16,6.78,6.35,27.58,6.34,4.99,1.89,62.0,1.0,3.5799999999999996,22.0,0.611987285175507,6.086666666666666,0,1,0
48.0,71800.0,4.47,39.0,8.0,4.57,0.43,4.91,8.0,1.32,6.46,8.05,6.95,69.43,70.41,3.51,0.19,0.6,0.6,0.32,0.19,3.66,19.0,297.0,2.49,10.0,1.0,118.5,7.0,4.05,7.74,8.14,30.86,8.56,3.33,6.51,53.0,4.0,3.7157142857142853,14.85,0.522196200678014,5.260000000000001,1,0,0
22.0,109439.0,3.21,15.0,17.0,7.35,3.52,1.23,9.0,4.95,6.39,6.45,8.67,74.13,79.26,2.48,0.76,0.24,0.61,0.82,0.75,2.52,41.0,282.0,3.99,6.0,1.0,340.88,5.0,8.19,5.26,8.42,22.35,4.34,4.18,4.97,92.0,1.0,2.652857142857143,6.714285714285714,0.7396311659836023,6.78,0,0,1
38.0,107782.0,0.42,19.0,0.0,6.44,8.53,1.05,2.0,1.97,8.28,4.87,5.1,87.64,89.91,0.61,0.55,0.25,0.4,0.47,0.34,6.89,27.0,443.0,2.53,6.0,0.0,93.39,6.0,7.33,6.48,7.35,27.18,3.25,3.58,6.95,22.0,6.0,1.2842857142857143,15.821428571428571,0.12923072946746786,4.083333333333333,1,0,0
32.0,60972.0,3.19,30.0,7.0,4.14,1.83,2.68,1.0,4.31,0.72,4.36,6.92,99.26,65.82,1.43,0.15,0.15,0.89,0.52,0.91,7.36,25.0,101.0,4.84,10.0,1.0,1095.12,8.0,3.52,3.85,7.09,21.76,3.93,3.51,2.32,59.0,6.0,3.3299999999999996,3.8846153846153846,0.8117046280649801,2.01,0,0,1
56.0,61696.0,4.63,6.0,3.0,6.28,8.62,2.39,4.0,6.26,6.05,7.54,5.51,68.8,79.25,4.62,0.6,0.51,0.24,0.44,0.5,7.74,15.0,205.0,1.26,10.0,1.0,1245.02,2.0,4.59,5.78,2.62,29.81,7.3,6.21,2.94,99.0,9.0,4.412857142857143,12.8125,0.6342464884593851,5.4366666666666665,0,1,0
21.0,102706.0,1.32,18.0,19.0,8.58,3.6,4.17,10.0,5.33,5.74,8.94,9.47,61.79,60.0,2.04,0.72,0.35,0.18,0.85,0.28,0.45,48.0,97.0,2.19,8.0,1.0,42.75,2.0,6.55,6.98,4.68,27.77,2.54,3.55,5.64,80.0,5.0,1.0071428571428573,1.9795918367346939,0.51968483476975,7.023333333333333,1,0,0
27.0,45279.0,1.65,38.0,12.0,7.02,0.02,2.87,7.0,6.91,3.3,4.52,4.63,72.98,63.25,0.0,0.86,0.4,0.28,0.38,0.26,1.54,37.0,332.0,2.65,3.0,1.0,58.15,1.0,7.59,1.36,3.79,30.15,7.74,3.73,3.08,96.0,8.0,1.3985714285714284,8.736842105263158,0.21317826703123163,5.736666666666667,1,0,0
21.0,50169.0,4.37,10.0,15.0,6.24,4.95,0.49,8.0,4.4,8.97,3.57,5.78,54.96,83.46,3.02,0.83,0.07,0.66,0.77,0.46,1.88,48.0,0.0,0.68,0.0,0.0,10.42,10.0,5.47,3.78,7.72,29.88,7.15,1.06,3.85,58.0,4.0,3.39,0.0,0.6111887257078705,7.123333333333334,0,1,0
19.0,36126.0,3.67,10.0,12.0,5.89,1.29,0.31,6.0,2.9,7.77,4.83,4.69,88.21,49.23,2.9,0.54,0.22,0.3,0.59,0.8,8.07,23.0,129.0,2.19,10.0,1.0,453.54,4.0,4.72,4.85,7.88,23.52,9.63,3.81,5.46,68.0,1.0,3.7742857142857145,5.375,0.3811006873208009,5.5566666666666675,1,0,0
38.0,102757.0,3.9,18.0,15.0,6.22,4.27,1.3,3.0,3.86,7.46,5.7,3.07,51.8,73.01,5.25,0.53,0.45,0.69,0.12,0.54,7.17,32.0,155.0,4.94,3.0,1.0,449.97,9.0,3.9,4.84,6.25,20.75,12.9,7.25,4.57,37.0,2.0,3.81,4.696969696969697,0.3023255579592591,4.773333333333333,0,1,0
36.0,23875.0,5.08,39.0,5.0,6.55,2.01,1.6,10.0,0.3,7.66,7.54,9.41,78.59,71.69,5.83,0.23,0.36,0.46,0.77,0.72,10.08,25.0,489.0,2.95,5.0,0.0,991.7,6.0,3.27,4.24,5.24,22.22,6.1,3.63,3.71,83.0,9.0,5.0685714285714285,18.807692307692307,0.8327867487234839,5.986666666666667,0,1,0
24.0,7267.0,2.34,4.0,15.0,6.23,3.82,1.17,9.0,4.53,4.67,5.53,10.0,44.48,55.91,1.62,0.59,0.3,0.28,0.5,0.35,2.6,37.0,72.0,1.61,4.0,0.0,317.81,2.0,1.64,2.76,8.51,25.02,3.74,4.03,1.54,82.0,8.0,2.0428571428571427,1.894736842105263,0.6256682819068764,6.066666666666666,1,0,0
32.0,78998.0,6.05,17.0,9.0,5.52,0.28,0.57,2.0,1.85,4.45,6.55,4.73,74.18,76.52,4.84,0.55,0.19,0.74,0.31,0.91,19.98,20.0,466.0,4.83,10.0,1.0,814.85,2.0,5.67,5.83,9.34,19.95,10.7,9.11,4.68,53.0,7.0,7.175714285714286,22.19047619047619,0.5654205079046255,2.766666666666667,1,0,0
26.0,42311.0,0.84,14.0,10.0,5.96,0.54,1.05,1.0,3.66,4.31,7.3,8.66,84.06,68.68,0.09,0.78,0.2,0.4,0.74,0.71,4.59,6.0,408.0,2.54,1.0,1.0,169.32,7.0,8.47,9.27,6.77,20.99,6.33,3.9,4.56,78.0,7.0,1.2557142857142856,58.285714285714285,0.13270140083706147,2.9899999999999998,0,1,0
34.0,116472.0,5.16,7.0,20.0,6.41,4.62,1.89,6.0,8.33,0.0,6.67,7.86,73.58,82.72,3.98,0.53,0.41,0.27,0.72,0.64,3.26,8.0,178.0,1.04,6.0,1.0,1126.53,3.0,0.04,6.41,5.25,21.31,6.58,8.71,2.71,25.0,3.0,4.151428571428572,19.77777777777778,0.7841944096968982,4.776666666666666,1,0,0
28.0,149614.0,6.25,30.0,23.0,4.63,7.91,0.08,7.0,3.98,1.06,2.36,7.73,72.02,76.1,3.94,0.41,0.41,0.6,0.83,0.57,0.45,3.0,97.0,2.89,7.0,0.0,303.52,8.0,6.96,7.1,3.38,22.54,9.67,3.52,2.96,62.0,8.0,4.5285714285714285,24.25,0.646328785281408,4.013333333333333,0,0,1
41.0,57852.0,1.48,5.0,21.0,7.74,1.16,0.71,6.0,7.18,4.48,4.81,5.44,75.4,76.84,1.76,0.8,0.58,0.64,0.48,0.23,12.87,14.0,193.0,2.39,10.0,1.0,223.16,4.0,4.77,4.06,7.68,24.49,5.32,5.54,4.1,78.0,1.0,2.8957142857142855,12.866666666666667,0.27819543642942923,5.886666666666667,0,1,0
44.0,48276.0,9.86,38.0,5.0,9.05,0.58,2.11,3.0,6.44,7.81,9.13,2.75,86.84,72.69,7.52,0.14,0.25,0.27,0.85,0.62,6.13,26.0,299.0,0.89,6.0,1.0,214.29,1.0,6.03,5.62,9.92,24.47,16.86,6.43,4.61,5.0,2.0,7.918571428571428,11.074074074074074,0.5848160981722361,5.75,1,0,0
31.0,57321.0,2.63,37.0,13.0,5.69,0.16,5.05,4.0,6.22,3.29,3.48,3.1,63.96,69.78,1.76,0.75,0.43,0.9,0.61,0.86,4.91,38.0,331.0,1.12,6.0,1.0,38.52,7.0,5.54,6.96,7.04,24.75,6.03,2.66,5.6,68.0,1.0,2.5799999999999996,8.487179487179487,0.4361524981504978,4.503333333333333,0,1,0
47.0,27467.0,1.08,18.0,0.0,6.7,0.59,0.39,6.0,5.24,1.43,5.34,8.25,77.03,50.27,1.4,0.24,0.32,0.34,0.9,0.64,12.19,28.0,1.0,4.23,4.0,1.0,29.93,7.0,9.17,8.12,7.03,21.33,5.36,4.5,0.27,34.0,7.0,2.512857142857143,0.034482758620689655,0.20149249972154856,4.223333333333334,0,1,0
55.0,102899.0,3.59,3.0,15.0,8.4,0.83,0.26,1.0,9.0,3.72,7.38,7.25,71.84,94.89,5.06,0.73,0.09,0.5,0.79,0.84,3.62,28.0,338.0,4.0,10.0,1.0,246.98,9.0,2.87,5.86,6.44,18.76,10.35,0.0,8.07,48.0,2.0,3.0814285714285714,11.655172413793103,0.3468598698686116,4.573333333333333,1,0,0
44.0,7728.0,1.69,37.0,22.0,6.9,2.58,7.64,1.0,5.6,1.82,5.81,6.88,77.47,79.08,0.19,0.56,0.31,0.23,0.21,0.71,3.07,30.0,443.0,3.41,6.0,1.0,1189.09,9.0,6.65,0.17,8.39,29.32,4.14,3.54,4.92,4.0,3.0,1.6457142857142857,14.290322580645162,0.40821246178442955,2.8066666666666666,0,1,0
32.0,47121.0,3.28,18.0,13.0,7.04,1.95,0.96,1.0,3.61,4.59,6.85,6.11,53.36,100.0,2.1,0.58,0.34,0.72,0.55,0.49,6.15,41.0,365.0,2.42,10.0,1.0,691.49,2.0,6.22,8.55,8.05,29.57,5.67,2.62,4.64,96.0,2.0,3.221428571428571,8.69047619047619,0.5784831431246661,3.0666666666666664,1,0,0
52.0,137539.0,4.62,10.0,8.0,6.45,1.04,1.18,2.0,3.79,4.34,6.38,5.04,72.23,48.72,1.93,0.21,0.15,0.8,0.24,0.75,8.81,34.0,244.0,1.28,0.0,1.0,137.55,2.0,6.98,4.68,7.97,21.9,5.17,4.96,0.0,91.0,9.0,4.558571428571429,6.9714285714285715,0.89361684843001,3.3766666666666665,0,1,0
32.0,71176.0,1.37,34.0,14.0,7.69,0.38,2.64,10.0,2.29,4.83,6.03,7.7,44.86,75.67,1.24,0.56,0.35,0.54,0.84,0.23,2.84,32.0,472.0,1.13,9.0,0.0,129.88,0.0,5.13,3.63,6.42,23.28,11.03,2.47,0.0,36.0,5.0,1.3842857142857146,14.303030303030303,0.12420669771471465,5.706666666666667,0,1,0
20.0,102638.0,1.23,26.0,3.0,7.9,5.88,3.47,8.0,7.98,5.14,4.71,9.14,74.89,81.19,2.23,0.14,0.26,0.16,0.89,0.28,3.76,22.0,29.0,1.98,8.0,0.0,2093.55,10.0,5.2,7.48,3.73,22.88,8.42,1.63,3.75,96.0,3.0,1.4157142857142857,1.2608695652173914,0.14608074274575503,7.04,0,1,0
47.0,116145.0,4.25,23.0,24.0,8.91,4.33,0.4,10.0,3.08,4.06,4.29,4.71,80.08,66.91,3.45,0.08,0.06,0.6,0.48,0.73,9.72,21.0,295.0,2.36,10.0,1.0,144.43,7.0,5.42,3.6,6.0,23.93,9.3,4.41,3.4,30.0,7.0,4.424285714285714,13.409090909090908,0.4569891981732045,5.713333333333334,0,1,0
54.0,58513.0,3.33,6.0,2.0,4.03,2.04,1.71,2.0,5.38,2.89,7.2,5.68,60.07,78.34,3.06,0.56,0.49,0.38,0.58,0.38,3.76,30.0,397.0,3.82,9.0,0.0,479.14,2.0,0.7,5.31,2.91,25.11,6.77,7.92,4.29,45.0,2.0,2.915714285714285,12.806451612903226,0.4918758505353249,3.4233333333333333,0,1,0
25.0,17062.0,3.6,7.0,18.0,6.66,0.26,0.91,3.0,4.82,6.68,4.73,7.66,82.09,84.31,1.87,0.49,0.22,0.64,0.74,0.78,7.08,7.0,228.0,2.38,7.0,1.0,100.45,5.0,4.9,8.03,4.68,26.26,7.72,5.78,6.99,19.0,1.0,3.5828571428571427,28.5,0.46632118311901777,4.833333333333333,0,1,0
53.0,84698.0,0.89,11.0,17.0,4.78,0.86,2.25,7.0,4.25,5.84,7.26,7.78,65.56,76.71,0.0,0.54,0.09,0.42,0.42,0.17,5.35,19.0,112.0,0.19,0.0,0.0,416.48,8.0,1.57,5.1,7.81,28.77,6.89,5.82,4.32,98.0,10.0,1.4000000000000001,5.6,0.12917269533052317,5.696666666666666,0,1,0
18.0,113393.0,1.51,21.0,24.0,11.11,1.04,1.37,3.0,5.32,4.21,4.77,1.7,71.19,92.08,1.91,0.42,0.29,0.34,0.64,0.3,9.08,19.0,473.0,2.04,2.0,1.0,28.88,2.0,4.6,6.02,3.62,25.3,6.21,2.06,2.98,4.0,6.0,2.3757142857142854,23.65,0.2431561605223574,4.176666666666667,0,1,0
59.0,48579.0,3.71,9.0,0.0,6.44,2.92,0.32,10.0,5.5,6.0,1.58,5.18,59.14,60.41,2.18,0.35,0.12,0.22,0.7,0.5,16.9,0.0,287.0,4.04,3.0,1.0,165.35,10.0,5.1,5.71,5.9,23.3,4.98,4.01,7.85,29.0,1.0,5.064285714285715,287.0,0.7449797700843834,7.166666666666667,0,1,0
28.0,49994.0,2.78,10.0,3.0,7.45,4.82,2.61,1.0,5.88,8.63,4.83,10.0,45.58,51.88,0.1,0.72,0.42,0.42,0.83,0.27,3.29,30.0,27.0,1.0,10.0,1.0,1545.98,6.0,2.11,5.57,8.33,23.18,9.01,5.32,4.74,30.0,7.0,2.4557142857142855,0.8709677419354839,0.30854602568856543,5.170000000000001,0,1,0
17.0,97573.0,6.14,22.0,17.0,5.31,1.6,0.94,7.0,5.53,0.91,5.07,6.56,34.02,75.3,5.1,0.49,0.18,0.41,0.82,0.63,1.59,11.0,177.0,1.5,9.0,1.0,221.64,0.0,6.13,7.73,2.69,23.98,8.11,7.2,6.62,78.0,7.0,4.612857142857143,14.75,0.7570899189778153,4.48,0,1,0
57.0,73831.0,5.02,6.0,18.0,8.32,1.76,1.45,10.0,4.78,1.45,7.29,6.65,69.15,63.56,3.97,0.2,0.32,0.45,0.21,0.84,5.42,29.0,409.0,1.57,9.0,0.0,946.49,6.0,3.16,3.94,7.94,24.17,7.03,5.38,2.16,28.0,5.0,4.359999999999999,13.633333333333333,0.7140824019797436,5.41,0,1,0
46.0,139573.0,5.16,12.0,11.0,9.52,1.18,0.77,7.0,6.08,2.0,7.47,4.19,72.74,72.02,3.39,0.17,0.42,0.43,0.52,0.2,2.71,42.0,93.0,5.58,10.0,0.0,134.93,2.0,7.26,8.21,3.81,21.44,8.56,6.03,6.25,24.0,10.0,4.072857142857143,2.1627906976744184,0.6028036678967678,5.026666666666666,0,1,0
18.0,141771.0,4.58,25.0,9.0,11.28,2.04,1.35,5.0,3.74,3.57,2.36,5.19,76.38,26.79,3.02,0.57,0.23,0.39,0.99,0.47,2.29,39.0,365.0,7.73,2.0,0.0,272.42,9.0,3.59,8.21,3.94,24.89,7.51,4.85,3.43,1.0,5.0,3.5985714285714283,9.125,0.6098534474229764,4.1033333333333335,0,1,0
45.0,129244.0,2.53,11.0,5.0,8.09,0.12,0.31,7.0,2.41,6.2,5.52,7.38,81.55,72.03,1.6,0.37,0.62,0.24,0.56,0.82,2.45,10.0,287.0,1.83,3.0,0.0,289.04,8.0,6.91,2.75,4.07,25.28,3.78,8.82,3.86,13.0,9.0,2.157142857142857,26.09090909090909,0.6693119922455046,5.203333333333333,1,0,0
27.0,57392.0,1.53,16.0,22.0,6.75,1.23,0.22,3.0,5.75,8.67,10.0,9.12,57.16,64.96,0.0,0.65,0.53,0.21,0.74,0.65,5.65,47.0,249.0,0.83,5.0,0.0,260.25,8.0,7.99,6.11,1.54,23.74,5.28,4.42,2.96,58.0,8.0,1.9000000000000001,5.1875,0.2897726723915393,5.8066666666666675,0,1,0
27.0,63271.0,2.06,16.0,4.0,6.6,1.45,0.59,5.0,8.78,3.36,5.73,9.26,65.88,74.4,0.73,0.43,0.5,0.07,0.8,0.48,8.31,49.0,298.0,1.53,0.0,1.0,1151.59,10.0,5.06,3.87,8.06,33.09,6.68,5.06,3.84,25.0,5.0,2.6585714285714284,5.96,0.30838318736778636,5.713333333333334,1,0,0
26.0,40520.0,2.45,23.0,19.0,3.6,9.150100000000021,1.89,9.0,1.68,8.55,4.76,6.4,64.53,84.39,1.77,0.67,0.6,0.45,0.3,0.49,0.58,13.0,453.0,1.94,9.0,1.0,291.32,1.0,5.64,5.05,8.24,31.62,7.46,8.19,4.07,42.0,6.0,1.832857142857143,32.357142857142854,0.3284181865391171,6.41,0,1,0
51.0,45642.0,4.37,3.0,0.0,10.36,0.1,0.44,5.0,2.93,4.44,7.54,5.26,69.43,81.39,2.92,0.07,0.31,0.14,0.35,0.65,4.59,8.0,90.0,0.91,8.0,0.0,417.75,10.0,3.21,2.71,5.43,22.69,6.87,4.53,5.65,60.0,5.0,3.777142857142857,10.0,0.6360988884863336,4.123333333333334,0,1,0
17.0,19887.0,3.47,25.0,9.0,4.89,3.34,0.26,9.0,4.66,2.63,5.96,5.38,70.1,41.83,1.99,0.61,0.17,0.15,0.72,0.76,3.31,40.0,273.0,3.38,3.0,1.0,214.19,3.0,4.24,6.72,8.32,23.28,16.79,5.81,0.0,17.0,2.0,2.9514285714285715,6.658536585365853,0.2066706249749479,5.43,0,1,0
38.0,95948.0,4.36,28.0,20.0,5.77,5.36,3.39,8.0,3.79,5.69,8.11,3.67,73.25,67.14,3.69,0.43,0.35,0.49,0.84,0.26,10.69,10.0,244.0,3.29,2.0,1.0,448.9,2.0,3.83,4.37,8.02,17.87,10.64,2.57,5.03,90.0,2.0,4.6414285714285715,22.181818181818183,0.40977439757759426,5.826666666666667,1,0,0
29.0,15993.0,5.38,34.0,14.0,6.12,1.82,0.64,3.0,1.32,3.9,8.11,4.08,64.63,72.03,3.27,0.71,0.41,0.42,0.41,0.85,6.3,29.0,318.0,0.41,7.0,1.0,962.96,2.0,6.4,3.19,6.48,31.1,11.63,4.28,5.0,27.0,10.0,4.742857142857142,10.6,0.46259669281197824,2.7399999999999998,0,1,0
55.0,40462.0,4.43,22.0,9.0,7.38,1.11,1.21,8.0,3.55,2.64,7.29,4.83,81.07,68.78,1.28,0.14,0.43,0.28,0.38,0.21,7.93,14.0,415.0,3.45,1.0,1.0,587.9,7.0,6.41,5.82,9.37,24.57,8.02,4.02,2.22,6.0,2.0,4.297142857142857,27.666666666666668,0.552369008432792,4.7299999999999995,1,0,0
59.0,36317.0,2.37,34.0,1.0,5.85,3.88,5.85,8.0,5.25,2.14,2.87,7.97,49.88,36.21,2.16,0.72,0.3,0.58,0.65,0.19,6.27,37.0,265.0,2.11,3.0,0.0,710.19,6.0,5.78,6.8,6.91,14.61,3.72,4.93,0.36,10.0,8.0,2.5885714285714285,6.973684210526316,0.6370966029310207,5.13,0,1,0
28.0,52324.0,9.04,37.0,3.0,7.92,2.06,0.8,1.0,7.34,0.0,4.15,7.57,53.56,60.34,5.48,0.29,0.14,0.09,0.59,0.55,3.6,13.0,137.0,0.88,0.0,1.0,605.34,9.0,3.53,7.15,7.1,21.45,14.33,6.52,5.23,94.0,2.0,6.971428571428571,9.785714285714286,0.6308443383918815,2.78,1,0,0
47.0,55167.0,13.450699999999996,19.0,11.0,3.42,1.0,0.69,6.0,3.39,9.14,5.82,6.1,85.44,50.17,10.0,0.16,0.34,0.27,0.58,0.21,7.13,22.0,397.0,2.35,8.0,1.0,98.28,5.0,4.49,4.87,8.01,33.45,7.36,3.73,4.4,2.0,2.0,10.626214285714282,17.26086956521739,0.4980486425090562,6.176666666666667,0,1,0
50.0,66392.0,4.35,31.0,21.0,8.1,1.23,2.33,1.0,4.18,3.44,1.75,6.53,58.44,85.09,4.73,0.25,0.21,0.08,0.35,0.64,4.98,31.0,142.0,1.02,10.0,1.0,221.77,2.0,3.22,5.27,5.08,28.8,5.88,3.39,4.26,2.0,7.0,3.8185714285714285,4.4375,0.7397957925517359,2.873333333333333,0,1,0
35.0,22027.0,12.31,3.0,9.0,3.88,0.34,0.82,10.0,4.02,8.95,5.2,6.55,76.09,76.0,10.0,0.85,0.43,0.41,0.89,0.4,6.5,20.0,491.0,1.08,0.0,0.0,200.7,1.0,7.16,4.59,5.56,18.75,16.5,7.5,3.24,80.0,1.0,9.721428571428573,23.38095238095238,0.7460605608448144,7.656666666666666,1,0,0
